,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name,surface
538,,E Roger-Vasselin / G Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 6-1,M Granollers / T Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
539,,F Fognini / L Lacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-7(4) 6-2,A Dolgopolov / J Hajek,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
540,,M Matosevic / J Millman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,3-6 6-0 6-1,F Lopez / J Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
541,,I Karlovic / D Vemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,5-7 6-3 6-0,M Bhupathi / L Paes,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
542,,G Garcia-Lopez / A Montanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 7-5,M Fyrstenberg / M Matkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
543,,S Aspelin / A Peya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(5) 7-6(5),Y Lu / R Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
544,,D Tursunov / M Zverev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-3,D Brown / R Wassen,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
545,,R Lindstedt / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,4-6 0-1 Retired,C Ebelthite / A Feeney,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
546,,C Fleming / R Hutchins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,4-6 6-2 6-2,J Erlich / A Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
547,,J Lemke / M Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 7-6(4),C Ball / C Guccione,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
548,,D Sela / A Seppi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(2) 3-6 7-6(5),S Gonzalez / P Marx,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
549,,J Duckworth / B Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-3,M Mirnyi / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
550,H2H 1-1,Greg Jones,8.0,3.0,5982210.0,152016.0,,2.45,Greg Jones,66.0,6.0,0.0,72.0,23.0,69.0,39.0,26.0,30.0,17.0,,,188.0,148.0,211.0,2.0,138.0,34.0,32.0,2.45,1.59,FQ,6-4 6-4,Blaz Kavcic,5.0,3.0,5982210.0,152015.0,,1.588,Blaz Kavcic,72.0,7.0,2.0,72.0,26.0,69.0,44.0,32.0,25.0,14.0,,,175.0,144.0,201.0,1.0,138.0,16.0,21.0,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
551,H2H 1-0,Nicolas Massu,1.0,3.0,5982211.0,152018.0,,1.625,Nicolas Massu,48.0,10.0,0.0,65.0,22.0,52.0,27.0,18.0,25.0,8.0,,,,,,2.0,115.0,,,1.63,2.36,FQ,6-1 6-3,Marco Crugnola,2.0,2.0,5982211.0,152017.0,,2.36,Marco Crugnola,67.0,7.0,4.0,55.0,26.0,63.0,37.0,27.0,26.0,14.0,,,,,,1.0,115.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
552,H2H 1-0,Thomas Schoorel,10.0,9.0,5982212.0,152020.0,,2.08,Thomas Schoorel,74.0,1.0,0.0,86.0,19.0,90.0,48.0,34.0,42.0,21.0,,,,,,2.0,171.0,,,2.08,1.79,FQ,6-7(5) 6-3 6-1,Grigor Dimitrov,9.0,5.0,5982212.0,152019.0,,1.794,Grigor Dimitrov,97.0,8.0,4.0,99.0,35.0,81.0,43.0,36.0,38.0,26.0,,,,,,1.0,171.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
553,H2H 2-0,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,4-6 7-5 6-3,Flavio Cipolla,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
554,H2H 2-2,Alex Bogomolov Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-4 7-5,Frank Dancevic,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
555,H2H 4-2,Alex Kuznetsov,1.0,1.0,5982215.0,152002.0,,2.52,Alex Kuznetsov,51.0,4.0,2.0,63.0,19.0,62.0,31.0,19.0,31.0,13.0,,,,,,2.0,123.0,,,2.52,1.55,FQ,6-1 7-6(2),Ryan Sweeting,10.0,2.0,5982215.0,152001.0,,1.55,Ryan Sweeting,72.0,8.0,4.0,63.0,30.0,61.0,45.0,32.0,16.0,10.0,,,,,,1.0,123.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
556,H2H 3-0,Frederik Nielsen,3.0,2.0,5982216.0,152003.0,,3.3,Frederik Nielsen,84.0,10.0,5.0,90.0,37.0,85.0,55.0,31.0,30.0,16.0,,,,,,1.0,173.0,,,3.3,1.35,FQ,7-5 3-6 6-3,Nicolas Mahut,7.0,2.0,5982216.0,152004.0,,1.35,Nicolas Mahut,89.0,10.0,6.0,87.0,38.0,88.0,66.0,41.0,22.0,10.0,,,,,,2.0,173.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
557,H2H 1-0,Arnau Brugues-Davi,0.0,4.0,5982217.0,152000.0,,2.4,Arnau Brugues-Davi,33.0,0.0,0.0,38.0,9.0,52.0,25.0,17.0,27.0,7.0,,,,,,2.0,90.0,,,2.4,1.61,FQ,6-1 6-2,Simon Stadler,3.0,0.0,5982217.0,151999.0,,1.606,Simon Stadler,57.0,6.0,5.0,56.0,28.0,38.0,25.0,20.0,13.0,9.0,,,,,,1.0,90.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
558,H2H 5-0,Simon Greul,4.0,6.0,5982218.0,152006.0,,1.943,Simon Greul,71.0,4.0,4.0,72.0,30.0,76.0,33.0,24.0,43.0,17.0,,,,,,2.0,145.0,,,1.94,1.91,FQ,7-5 7-5,Denis Gremelmayr,4.0,3.0,5982218.0,152005.0,,1.909,Denis Gremelmayr,74.0,6.0,6.0,82.0,35.0,69.0,36.0,22.0,33.0,17.0,,,,,,1.0,145.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
559,H2H 1-1,Peter Polansky,1.0,3.0,5982219.0,152007.0,,1.926,Peter Polansky,40.0,0.0,0.0,44.0,9.0,58.0,26.0,16.0,32.0,15.0,,,,,,1.0,99.0,,,1.93,1.93,FQ,6-3 6-2,Vincent Millot,1.0,3.0,5982219.0,152008.0,,1.926,Vincent Millot,59.0,6.0,4.0,61.0,27.0,41.0,19.0,15.0,22.0,17.0,,,,,,2.0,99.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
560,H2H 2-2,Jaroslav Pospisil,3.0,4.0,5982220.0,152010.0,,3.08,Jaroslav Pospisil,46.0,0.0,0.0,55.0,14.0,54.0,27.0,18.0,27.0,14.0,,,,,,2.0,109.0,,,3.08,1.4,FQ,6-2 6-3,Gilles Muller,10.0,0.0,5982220.0,152009.0,,1.4,Gilles Muller,63.0,8.0,3.0,58.0,22.0,55.0,37.0,28.0,18.0,13.0,,,,,,1.0,109.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
561,H2H 2-0,Bobby Reynolds,5.0,5.0,5982221.0,152022.0,,1.885,Bobby Reynolds,51.0,5.0,1.0,72.0,24.0,53.0,27.0,16.0,26.0,11.0,,,,,,2.0,121.0,,,1.89,1.97,FQ,6-4 6-1,Stephane Robert,5.0,4.0,5982221.0,152021.0,,1.971,Stephane Robert,70.0,6.0,4.0,58.0,26.0,68.0,38.0,30.0,30.0,14.0,,,,,,1.0,121.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
562,H2H 2-0,Josselin Ouanna,3.0,3.0,5982222.0,152024.0,,1.833,Josselin Ouanna,56.0,1.0,1.0,54.0,14.0,75.0,42.0,27.0,33.0,15.0,,,,,,2.0,129.0,,,1.83,2.03,FQ,7-6(6) 6-1,Jan Hernych,4.0,0.0,5982222.0,152023.0,,2.03,Jan Hernych,73.0,6.0,4.0,78.0,33.0,54.0,37.0,28.0,17.0,12.0,,,,,,1.0,129.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
563,H2H 3-0,Danai Udomchoke,4.0,4.0,5982223.0,152011.0,,1.926,Danai Udomchoke,71.0,8.0,4.0,80.0,30.0,82.0,47.0,33.0,35.0,8.0,,,,,,1.0,157.0,,,1.93,1.93,FQ,3-6 6-4 6-1,Grega Zemlja,11.0,5.0,5982223.0,152012.0,,1.926,Grega Zemlja,86.0,8.0,6.0,86.0,41.0,75.0,45.0,32.0,30.0,13.0,,,,,,2.0,157.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
564,H2H 2-1,Izak Van der Merwe,1.0,2.0,5982224.0,152026.0,,2.53,Izak Van der Merwe,40.0,0.0,0.0,50.0,13.0,50.0,33.0,22.0,17.0,5.0,,,,,,2.0,97.0,,,2.53,1.56,FQ,6-3 6-1,Donald Young,2.0,3.0,5982224.0,152025.0,,1.556,Donald Young,57.0,10.0,4.0,52.0,23.0,47.0,28.0,21.0,19.0,13.0,,,,,,1.0,97.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
565,H2H 2-0,Andrej Martin,2.0,2.0,5982225.0,152027.0,,2.62,Andrej Martin,83.0,5.0,3.0,97.0,33.0,85.0,48.0,32.0,37.0,18.0,,,,,,1.0,180.0,,,2.62,1.52,FQ,4-6 7-6(0) 6-2,Milos Raonic,14.0,2.0,5982225.0,152028.0,,1.524,Milos Raonic,97.0,11.0,4.0,87.0,35.0,95.0,49.0,41.0,46.0,21.0,,,,,,2.0,180.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
566,H2H 1-0,Rik De Voest,3.0,0.0,5982178.0,151966.0,,2.34,Rik De Voest,78.0,8.0,4.0,91.0,34.0,79.0,62.0,35.0,17.0,9.0,,,,,,2.0,160.0,,,2.34,1.62,SFQ,7-6(3) 0-6 6-0,Blaz Kavcic,3.0,10.0,5982178.0,151965.0,,1.62,Blaz Kavcic,82.0,8.0,4.0,79.0,35.0,81.0,46.0,31.0,35.0,16.0,,,,,,1.0,160.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
567,H2H 1-0,Ilija Bozoljac,26.0,15.0,5982179.0,151968.0,,1.45,Ilija Bozoljac,124.0,3.0,1.0,122.0,28.0,139.0,77.0,65.0,62.0,31.0,,,,,,2.0,260.0,,,1.45,2.8,SFQ,7-6(5) 6-7(7) 10-8,Greg Jones,16.0,1.0,5982179.0,151967.0,,2.8,Greg Jones,136.0,7.0,2.0,154.0,43.0,121.0,65.0,59.0,56.0,34.0,,,,,,1.0,260.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
568,H2H 1-1,Simone Bolelli,2.0,0.0,5982180.0,151969.0,,1.37,Simone Bolelli,52.0,6.0,3.0,68.0,27.0,57.0,35.0,19.0,22.0,6.0,,,,,,1.0,121.0,,,1.37,3.15,SFQ,7-5 6-2,Marco Crugnola,0.0,4.0,5982180.0,151970.0,,3.15,Marco Crugnola,69.0,11.0,6.0,57.0,32.0,64.0,44.0,27.0,20.0,10.0,,,,,,2.0,121.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
569,H2H 1-0,Konstantin Kravchuk,3.0,0.0,5982181.0,151972.0,,1.75,Konstantin Kravchuk,35.0,3.0,0.0,52.0,11.0,39.0,30.0,20.0,9.0,4.0,,,,,,2.0,90.0,,,1.75,2.12,SFQ,6-3 6-2,Nicolas Massu,3.0,1.0,5982181.0,151971.0,,2.12,Nicolas Massu,55.0,6.0,3.0,39.0,15.0,51.0,36.0,30.0,15.0,10.0,,,,,,1.0,90.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
570,H2H 2-0,Reda El Amrani,0.0,8.0,5982182.0,151974.0,,4.45,Reda El Amrani,44.0,1.0,0.0,54.0,10.0,52.0,26.0,22.0,26.0,12.0,,,,,,2.0,103.0,,,4.45,1.22,SFQ,6-3 6-4,Grigor Dimitrov,8.0,3.0,5982182.0,151973.0,,1.22,Grigor Dimitrov,59.0,2.0,2.0,60.0,18.0,51.0,30.0,27.0,21.0,14.0,,,,,,1.0,103.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
571,H2H 1-0,Stefan Koubek,3.0,3.0,5982183.0,151976.0,,1.91,Stefan Koubek,102.0,3.0,2.0,110.0,33.0,107.0,67.0,45.0,40.0,24.0,,,,,,2.0,213.0,,,1.91,1.91,SFQ,7-6(4) 6-7(3) 6-2,Thomas Schoorel,14.0,4.0,5982183.0,151975.0,,1.91,Thomas Schoorel,111.0,8.0,4.0,110.0,38.0,106.0,57.0,47.0,49.0,26.0,,,,,,1.0,213.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
572,H2H 1-1,Matthias Bachinger,4.0,2.0,5982184.0,151978.0,,1.5,Matthias Bachinger,42.0,3.0,1.0,47.0,10.0,64.0,42.0,22.0,22.0,10.0,,,,,,2.0,110.0,,,1.5,2.64,SFQ,7-5 6-1,Flavio Cipolla,1.0,1.0,5982184.0,151977.0,,2.64,Flavio Cipolla,68.0,11.0,5.0,66.0,32.0,46.0,31.0,26.0,15.0,10.0,,,,,,1.0,110.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
573,H2H 2-0,Dusan Lojda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-2 2-6 6-4,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
574,H2H 4-1,Thiago Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,4-6 6-3 6-3,Alex Bogomolov Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
575,H2H 2-1,Evgeny Korolev,3.0,5.0,5982187.0,151980.0,,2.28,Evgeny Korolev,61.0,8.0,1.0,78.0,23.0,63.0,35.0,27.0,28.0,11.0,,,,,,2.0,137.0,,,2.28,1.65,SFQ,7-6(5) 6-2,Frank Dancevic,20.0,4.0,5982187.0,151979.0,,1.65,Frank Dancevic,76.0,3.0,3.0,68.0,25.0,74.0,49.0,41.0,25.0,10.0,,,,,,1.0,137.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
576,H2H 1-0,Florian Reynet,1.0,0.0,5982188.0,151940.0,,5.0,Florian Reynet,39.0,7.0,2.0,48.0,14.0,52.0,28.0,15.0,24.0,10.0,,,,,,2.0,98.0,,,5.0,1.18,SFQ,6-2 6-4,Ryan Sweeting,2.0,2.0,5982188.0,151939.0,,1.18,Ryan Sweeting,59.0,5.0,5.0,52.0,27.0,46.0,41.0,29.0,5.0,3.0,,,,,,1.0,98.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
577,H2H 1-0,Simone Vagnozzi,2.0,1.0,5982189.0,151941.0,,1.91,Simone Vagnozzi,55.0,7.0,3.0,60.0,25.0,68.0,46.0,23.0,22.0,7.0,,,,,,1.0,126.0,,,1.91,1.91,SFQ,6-4 6-3,Alex Kuznetsov,5.0,2.0,5982189.0,151942.0,,1.91,Alex Kuznetsov,71.0,10.0,6.0,69.0,38.0,58.0,22.0,15.0,36.0,18.0,,,,,,2.0,126.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
578,H2H 2-1,Andreas Haider-Maurer,4.0,3.0,5982190.0,151943.0,,1.62,Andreas Haider-Maurer,38.0,3.0,0.0,48.0,13.0,49.0,26.0,16.0,23.0,9.0,,,,,,1.0,97.0,,,1.62,2.34,SFQ,6-3 6-0,Frederik Nielsen,3.0,0.0,5982190.0,151944.0,,2.34,Frederik Nielsen,59.0,9.0,4.0,52.0,24.0,48.0,27.0,23.0,21.0,12.0,,,,,,2.0,97.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
579,H2H 1-0,Guillermo Olaso,5.0,10.0,5982191.0,151945.0,,4.3,Guillermo Olaso,94.0,1.0,0.0,95.0,24.0,113.0,59.0,42.0,54.0,28.0,,,,,,1.0,205.0,,,4.3,1.23,SFQ,6-7(6) 7-5 6-3,Nicolas Mahut,10.0,3.0,5982191.0,151946.0,,1.23,Nicolas Mahut,111.0,6.0,3.0,123.0,43.0,92.0,62.0,49.0,30.0,19.0,,,,,,2.0,205.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
580,H2H 1-0,Robert Farah,1.0,4.0,5982192.0,151947.0,,1.5,Robert Farah,45.0,1.0,0.0,54.0,13.0,59.0,30.0,17.0,29.0,15.0,,,,,,1.0,109.0,,,1.5,2.64,SFQ,6-2 6-4,Simon Stadler,1.0,4.0,5982192.0,151948.0,,2.64,Simon Stadler,64.0,8.0,3.0,63.0,27.0,50.0,33.0,27.0,17.0,10.0,,,,,,2.0,109.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
581,H2H 1-0,Laurent Rochette,2.0,2.0,5982193.0,151949.0,,1.75,Laurent Rochette,59.0,8.0,3.0,75.0,29.0,62.0,39.0,22.0,23.0,8.0,,,,,,1.0,134.0,,,1.75,2.12,SFQ,6-1 7-6(8),Arnau Brugues-Davi,4.0,3.0,5982193.0,151950.0,,2.12,Arnau Brugues-Davi,75.0,6.0,5.0,64.0,32.0,72.0,38.0,26.0,34.0,17.0,,,,,,2.0,134.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
582,H2H 2-0,Bastian Knittel,1.0,9.0,5982194.0,151952.0,,3.0,Bastian Knittel,98.0,8.0,4.0,109.0,39.0,95.0,48.0,32.0,47.0,27.0,,,,,,2.0,200.0,,,3.0,1.4,SFQ,7-6(4) 2-6 6-4,Denis Gremelmayr,4.0,4.0,5982194.0,151951.0,,1.4,Denis Gremelmayr,102.0,10.0,3.0,104.0,36.0,105.0,60.0,43.0,45.0,23.0,,,,,,1.0,200.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
583,H2H 2-1,Ivan Sergeyev,0.0,1.0,5982195.0,151981.0,,3.6,Ivan Sergeyev,9.0,0.0,0.0,15.0,4.0,15.0,6.0,2.0,9.0,3.0,,,,,,1.0,29.0,,,3.6,1.3,SFQ,4-0 Retired,Simon Greul,1.0,1.0,5982195.0,151982.0,,1.3,Simon Greul,20.0,4.0,2.0,16.0,10.0,14.0,11.0,10.0,3.0,0.0,,,,,,2.0,29.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
584,H2H 1-0,Jesse Huta Galung,9.0,4.0,5982196.0,151953.0,,1.6,Jesse Huta Galung,57.0,2.0,0.0,68.0,19.0,63.0,26.0,20.0,37.0,18.0,,,,,,1.0,131.0,,,1.6,2.38,SFQ,6-1 7-6(2),Peter Polansky,3.0,0.0,5982196.0,151954.0,,2.38,Peter Polansky,74.0,5.0,2.0,67.0,25.0,68.0,40.0,27.0,28.0,22.0,,,,,,2.0,131.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
585,H2H 1-0,John Millman,3.0,1.0,5982197.0,151955.0,,2.28,John Millman,51.0,0.0,0.0,46.0,10.0,68.0,51.0,31.0,17.0,10.0,,,170.0,140.0,205.0,1.0,114.0,24.0,8.0,2.28,1.65,SFQ,6-4 6-3,Vincent Millot,1.0,0.0,5982197.0,151956.0,,1.65,Vincent Millot,63.0,11.0,3.0,69.0,27.0,46.0,28.0,24.0,18.0,12.0,,,176.0,130.0,192.0,2.0,114.0,18.0,21.0,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
586,H2H 1-0,Fritz Wolmarans,14.0,2.0,5982198.0,151958.0,,3.3,Fritz Wolmarans,74.0,,,75.0,14.0,83.0,59.0,46.0,24.0,14.0,,,190.0,166.0,211.0,2.0,157.0,20.0,27.0,3.3,1.35,SFQ,7-6(10) 7-6(5),Gilles Muller,18.0,1.0,5982198.0,151957.0,,1.35,Gilles Muller,83.0,,,85.0,23.0,74.0,50.0,44.0,24.0,16.0,,,189.0,156.0,201.0,1.0,157.0,21.0,38.0,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
587,H2H 1-0,Charles-Antoine Brezac,4.0,5.0,5982199.0,151959.0,,2.34,Charles-Antoine Brezac,58.0,4.0,2.0,67.0,17.0,68.0,40.0,29.0,28.0,12.0,,,,,,1.0,133.0,,,2.34,1.62,SFQ,4-6 6-2 6-2,Jaroslav Pospisil,5.0,2.0,5982199.0,151960.0,,1.62,Jaroslav Pospisil,75.0,7.0,5.0,73.0,27.0,65.0,40.0,29.0,25.0,19.0,,,,,,2.0,133.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
588,H2H 2-0,Antonio Veic,3.0,1.0,5982200.0,151984.0,,,Antonio Veic,52.0,3.0,1.0,69.0,22.0,53.0,32.0,19.0,21.0,11.0,,,,,,2.0,116.0,,,,,SFQ,6-3 6-4,Stephane Robert,2.0,6.0,5982200.0,151983.0,,,Stephane Robert,64.0,4.0,3.0,54.0,23.0,63.0,30.0,25.0,33.0,16.0,,,,,,1.0,116.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
589,H2H 1-0,Jerzy Janowicz,5.0,3.0,5982201.0,151986.0,,,Jerzy Janowicz,110.0,6.0,4.0,118.0,42.0,104.0,58.0,41.0,46.0,27.0,,,,,,2.0,218.0,,,,,SFQ,6-2 2-6 13-11,Bobby Reynolds,10.0,4.0,5982201.0,151985.0,,,Bobby Reynolds,108.0,10.0,5.0,107.0,36.0,114.0,74.0,55.0,40.0,17.0,,,,,,1.0,218.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
590,H2H 1-1,Yuichi Sugita,1.0,2.0,5982202.0,151988.0,,1.87,Yuichi Sugita,44.0,3.0,1.0,53.0,16.0,55.0,24.0,15.0,31.0,13.0,,,,,,2.0,107.0,,,1.87,1.95,SFQ,6-3 6-2,Jan Hernych,4.0,1.0,5982202.0,151987.0,,1.95,Jan Hernych,63.0,10.0,3.0,57.0,27.0,52.0,36.0,26.0,16.0,10.0,,,,,,1.0,107.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
591,H2H 1-0,Paul Capdeville,14.0,7.0,5982203.0,151989.0,,2.5,Paul Capdeville,151.0,16.0,5.0,168.0,63.0,134.0,80.0,62.0,54.0,26.0,,,,,,1.0,295.0,,,2.5,1.55,SFQ,6-4 2-6 15-13,Josselin Ouanna,11.0,7.0,5982203.0,151990.0,,1.55,Josselin Ouanna,144.0,13.0,5.0,141.0,46.0,161.0,86.0,60.0,75.0,38.0,,,,,,2.0,295.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
592,H2H 1-0,Franko Skugor,4.0,2.0,5982204.0,151962.0,,2.38,Franko Skugor,41.0,0.0,0.0,50.0,11.0,56.0,33.0,22.0,23.0,8.0,,,,,,2.0,105.0,,,2.38,1.6,SFQ,7-5 6-0,Danai Udomchoke,1.0,1.0,5982204.0,151961.0,,1.6,Danai Udomchoke,64.0,7.0,4.0,58.0,26.0,49.0,32.0,27.0,17.0,11.0,,,,,,1.0,105.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
593,H2H 1-2,Tim Smyczek,4.0,2.0,5982205.0,151963.0,,2.18,Tim Smyczek,70.0,8.0,1.0,85.0,30.0,72.0,40.0,28.0,32.0,12.0,,,,,,1.0,154.0,,,2.18,1.7,SFQ,6-1 7-6(2),Grega Zemlja,7.0,3.0,5982205.0,151964.0,,1.7,Grega Zemlja,84.0,7.0,3.0,74.0,32.0,82.0,57.0,41.0,25.0,11.0,,,,,,2.0,154.0,,,2011-01-17,https://matchstat.com/tennis/tournaments/m/Australian%20Open/2011,Australian Open,hard
