,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,start_date,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners
5094,H2H 7-1,Luis Horna,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(4) 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Nicolas Massu,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,,S Aspelin / J Coetzee,,,,,,,,,,,,,,,,,,,,,,,,,,,F,7-6(7) 6-2,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,K Braasch / S Sargsian,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,,L Arnold Ker / M Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-7(9) 6-2 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,K Braasch / S Sargsian,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,,J Knowle / J Melzer,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,7-6(2) 5-7 7-6(9),2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,S Aspelin / J Coetzee,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,,A Kratzmann / M Wakefield,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-0 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,L Arnold Ker / M Hood,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,,N Massu / D Sanchez-munoz,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,WO,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,K Braasch / S Sargsian,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,,K Beck / J Landsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 6-7(4) 7-5,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,S Aspelin / J Coetzee,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,,I Moldovan / G Moraru,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 6-2,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,J Knowle / J Melzer,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,,A Lopez-moron / A Schneiter,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,L Arnold Ker / M Hood,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,,L Horna / R Ramirez Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(5) 7-5,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,A Kratzmann / M Wakefield,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,,D Bowen / A Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(6) 4-6 7-6(5),2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,K Braasch / S Sargsian,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,,T Angelinos / R Barbu,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-0 6-2,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,N Massu / D Sanchez-munoz,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,,P Pala / T Vanhoudt,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,5-7 6-2 7-6(4),2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,K Beck / J Landsberg,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,,M Kohlmann / J van Lottum,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-2,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,S Aspelin / J Coetzee,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,,A Portas / F Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-7(3) 6-3 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,J Knowle / J Melzer,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,,F Cermak / D Skoch,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-7(3) 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,I Moldovan / G Moraru,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,H2H 1-0,Michael Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-2 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Igor Andreev,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,H2H 2-0,Hugo Armando,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-4 3-6 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Alexander Waske,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,H2H 1-0,Christopher Kas,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-2 7-5,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Frantisek Cermak,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,H2H 2-2,Oliver Marach,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-7(0) 6-2 6-2,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Andreas Seppi,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,H2H 1-0,Teodor-Dacian Craciun,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Igor Andreev,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,H2H 1-1,Mariusz Fyrstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,7-5 3-6 7-6(4),2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Michael Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,H2H 2-0,Ivan Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,7-6(3) 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Alexander Waske,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,H2H 1-0,Jakub Herm-Zahlava,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 6-1,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Hugo Armando,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,H2H 2-1,Ladislav Svarc,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,7-6(6) 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Christopher Kas,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,H2H 1-0,Edwin Kempes,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-2 7-5,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Frantisek Cermak,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,H2H 1-0,Ivan Esquerdo-Andreu,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-3 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Andreas Seppi,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,H2H 2-0,Victor Ionita,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-4 4-6 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Oliver Marach,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,H2H 1-0,Andrei Mlendea,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,7-6(3) 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Igor Andreev,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,H2H 2-1,Alexandros Jakupovic,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-1 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Teodor-Dacian Craciun,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,H2H 1-0,Horia Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Mariusz Fyrstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,H2H 1-0,Alexander Kudryavtsev,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Michael Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,H2H 1-0,Adrian Barbu,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-4 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Alexander Waske,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,H2H 1-0,Florin Nedelcu,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-1 4-6 7-6(4),2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Ivan Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,H2H 1-0,Victor Crivoi,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-4,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Hugo Armando,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,H2H 1-0,Theodoros Angelinos,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-7(4) 6-0 7-6(6),2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Jakub Herm-Zahlava,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,H2H 1-0,Julian Knowle,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 7-6(5),2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Ladislav Svarc,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,H2H 1-0,Marcin Matkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,7-5 0-6 6-2,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Christopher Kas,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,H2H 1-0,Elefterios Alexiou,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,2-6 7-6(5) 6-1,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Edwin Kempes,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,H2H 1-0,Teodor Bolanu,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 7-5,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Frantisek Cermak,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,H2H 1-0,Mario Radic,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-4 6-3,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Andreas Seppi,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,H2H 1-0,Adrian Ungur,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-2,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Ivan Esquerdo-Andreu,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,H2H 2-0,Nicolae-Razvan Lupsescu,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-0,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Victor Ionita,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,H2H 1-0,Juan Giner,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-1,2003-09-08 00:00:00,https://matchstat.com/tennis/tournaments/m/Bucharest/2003,Bucharest,Oliver Marach,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,H2H 3-10,Tim Henman,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4 6-4 7-6(4),2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Morocco%20v%20Great%20Britain%20-%20DC%20WG%20-%20PO/2003,Morocco v Great Britain - DC WG - PO,Hicham Arazi,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,H2H 1-1,Greg Rusedski,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6 6-3 6-4 3-6 6-1,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Morocco%20v%20Great%20Britain%20-%20DC%20WG%20-%20PO/2003,Morocco v Great Britain - DC WG - PO,Younes El Aynaoui,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,H2H 4-0,Younes El Aynaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 6-7(4) 7-6(5) 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Morocco%20v%20Great%20Britain%20-%20DC%20WG%20-%20PO/2003,Morocco v Great Britain - DC WG - PO,Tim Henman,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,H2H 2-4,Greg Rusedski,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-7 7-5 7-6(7) 7-6(5),2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Morocco%20v%20Great%20Britain%20-%20DC%20WG%20-%20PO/2003,Morocco v Great Britain - DC WG - PO,Hicham Arazi,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,,H Arazi / M El Aarej,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(3) 6-2 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Morocco%20v%20Great%20Britain%20-%20DC%20WG%20-%20PO/2003,Morocco v Great Britain - DC WG - PO,T Henman / G Rusedski,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,H2H 1-0,Giovanni Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(3) 6-7(5) 7-6(5) 6-7(1) 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Ecuador%20v%20Romania%20-%20DC%20WG%20-%20PO/2003,Ecuador v Romania - DC WG - PO,Victor Hanescu,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,H2H 2-0,Razvan Sabau,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-2 6-4 3-6 4-6 6-3,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Ecuador%20v%20Romania%20-%20DC%20WG%20-%20PO/2003,Ecuador v Romania - DC WG - PO,Nicolas Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,H2H 1-1,Victor Hanescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4 6-7(4) 6-7(5) 7-6(13) 6-3,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Ecuador%20v%20Romania%20-%20DC%20WG%20-%20PO/2003,Ecuador v Romania - DC WG - PO,Nicolas Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,H2H 1-1,Giovanni Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4 3-6 6-4 5-7 7-5,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Ecuador%20v%20Romania%20-%20DC%20WG%20-%20PO/2003,Ecuador v Romania - DC WG - PO,Razvan Sabau,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,,G Lapentti / N Lapentti,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(2) 1-6 6-3 3-6 13-11,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Ecuador%20v%20Romania%20-%20DC%20WG%20-%20PO/2003,Ecuador v Romania - DC WG - PO,F Mergea / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,H2H 1-1,Rohan Bopanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-7 6-3 5-7 7-6(7) 12-10,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Netherlands%20v%20India%20-%20DC%20WG%20-%20PO/2003,Netherlands v India - DC WG - PO,Martin Verkerk,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,H2H 1-0,Prakash Amritraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 6-1 6-1,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Netherlands%20v%20India%20-%20DC%20WG%20-%20PO/2003,Netherlands v India - DC WG - PO,Sjeng Schalken,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,H2H 1-0,Harsh Mankad,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 6-1,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Netherlands%20v%20India%20-%20DC%20WG%20-%20PO/2003,Netherlands v India - DC WG - PO,Sjeng Schalken,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,H2H 1-0,Prakash Amritraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1 6-3,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Netherlands%20v%20India%20-%20DC%20WG%20-%20PO/2003,Netherlands v India - DC WG - PO,Raemon Sluiter,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,,M Bhupathi / R Bopanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6 7-5 7-5 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Netherlands%20v%20India%20-%20DC%20WG%20-%20PO/2003,Netherlands v India - DC WG - PO,J van Lottum / M Verkerk,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,H2H 2-1,Tomas Behrend,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-7 2-6 7-6(6) 6-2 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Germany%20v%20Belarus%20-%20DC%20WG%20-%20PO/2003,Germany v Belarus - DC WG - PO,Max Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,H2H 2-0,Vladimir Voltchkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 3-6 6-7(3) 6-4 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Germany%20v%20Belarus%20-%20DC%20WG%20-%20PO/2003,Germany v Belarus - DC WG - PO,Rainer Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,H2H 3-5,Rainer Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 7-5 6-3,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Germany%20v%20Belarus%20-%20DC%20WG%20-%20PO/2003,Germany v Belarus - DC WG - PO,Max Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,H2H 1-0,Alexander Skrypko,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-2 6-0,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Germany%20v%20Belarus%20-%20DC%20WG%20-%20PO/2003,Germany v Belarus - DC WG - PO,Lars Burgsmuller,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,,N Kiefer / R Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 3-6 7-5 7-5,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Germany%20v%20Belarus%20-%20DC%20WG%20-%20PO/2003,Germany v Belarus - DC WG - PO,M Mirnyi / V Voltchkov,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,H2H 1-0,Danai Udomchoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-2 6-2 7-6(1),2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Thailand%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2003,Thailand v Czech Republic - DC WG - PO,Jiri Novak,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,H2H 2-0,Bohdan Ulihrach,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(2) 6-2 7-6(4),2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Thailand%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2003,Thailand v Czech Republic - DC WG - PO,Paradorn Srichaphan,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,H2H 5-1,Paradorn Srichaphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4 6-4 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Thailand%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2003,Thailand v Czech Republic - DC WG - PO,Jiri Novak,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,H2H 1-0,Danai Udomchoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(2) 6-3,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Thailand%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2003,Thailand v Czech Republic - DC WG - PO,Tomas Berdych,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,,P Srichaphan / D Udomchoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 7-6(2) 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Thailand%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2003,Thailand v Czech Republic - DC WG - PO,T Berdych / J Novak,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,H2H 2-1,Frederic Niemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4 7-6(5) 6-7(4) 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Canada%20v%20Brazil%20-%20DC%20WG%20-%20PO/2003,Canada v Brazil - DC WG - PO,Flavio Saretta,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,H2H 1-1,Gustavo Kuerten,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-7(7) 7-6(0) 6-3 6-7(7) 7-5,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Canada%20v%20Brazil%20-%20DC%20WG%20-%20PO/2003,Canada v Brazil - DC WG - PO,Daniel Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,H2H 1-1,Simon Larose,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(4) 7-6(4) 3-6 7-6(10),2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Canada%20v%20Brazil%20-%20DC%20WG%20-%20PO/2003,Canada v Brazil - DC WG - PO,Gustavo Kuerten,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,H2H 1-0,Flavio Saretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 7-5 3-6 7-6(7),2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Canada%20v%20Brazil%20-%20DC%20WG%20-%20PO/2003,Canada v Brazil - DC WG - PO,Frank Dancevic,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,,G Kuerten / A Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 6-2 1-6 6-2,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Canada%20v%20Brazil%20-%20DC%20WG%20-%20PO/2003,Canada v Brazil - DC WG - PO,D Nestor / F Niemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,H2H 5-2,Christophe Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-2 6-4 6-1,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Austria%20v%20Belgium%20-%20DC%20WG%20-%20PO/2003,Austria v Belgium - DC WG - PO,Stefan Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,H2H 6-3,Olivier Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1 7-6(4) 5-7 2-6 6-1,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Austria%20v%20Belgium%20-%20DC%20WG%20-%20PO/2003,Austria v Belgium - DC WG - PO,Jurgen Melzer,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,H2H 2-2,Olivier Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-7(4) 6-2 7-5 4-6 6-3,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Austria%20v%20Belgium%20-%20DC%20WG%20-%20PO/2003,Austria v Belgium - DC WG - PO,Stefan Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,H2H 2-0,Jurgen Melzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-5 6-4,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Austria%20v%20Belgium%20-%20DC%20WG%20-%20PO/2003,Austria v Belgium - DC WG - PO,Kristof Vliegen,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,,J Knowle / A Peya,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6 6-1 6-4 6-2,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Austria%20v%20Belgium%20-%20DC%20WG%20-%20PO/2003,Austria v Belgium - DC WG - PO,O Rochus / K Vliegen,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,H2H 8-6,Gaston Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4 6-0 6-0,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Spain%20v%20Argentina%20-%20DC%20WG%20-%20SF/2003,Spain v Argentina - DC WG - SF,Juan Carlos Ferrero,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,H2H 7-2,Mariano Zabaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-7 2-6 6-2 6-0 6-1,2003-09-15 00:00:00,https://matchstat.com/tennis/tournaments/m/Spain%20v%20Argentina%20-%20DC%20WG%20-%20SF/2003,Spain v Argentina - DC WG - SF,Carlos Moya,,,,,,,,,,,,,,,,,,,,,,,,,,
